,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,278.0,261.0,205.0,241.0,231.0,227.0,259.0,286.0,201.0,181.0,246.0,267.0,255
Expenses,238.0,228.0,182.0,226.0,215.0,212.0,237.0,261.0,193.0,168.0,228.0,252.0,235
Operating Profit,40.0,33.0,24.0,14.0,16.0,15.0,22.0,26.0,8.0,13.0,19.0,14.0,20
OPM %,14.0,13.0,11.0,6.0,7.0,7.0,8.0,9.0,4.0,7.0,8.0,5.0,8
Other Income,1.0,2.0,2.0,2.0,3.0,5.0,7.0,6.0,3.0,1.0,1.0,5.0,5
Interest,9.0,8.0,5.0,6.0,5.0,4.0,6.0,8.0,5.0,3.0,4.0,3.0,5
Depreciation,12.0,13.0,13.0,13.0,12.0,10.0,13.0,15.0,14.0,13.0,12.0,11.0,10
Profit before tax,20.0,14.0,7.0,-3.0,2.0,5.0,9.0,10.0,-8.0,-2.0,4.0,5.0,10
Tax %,32.0,36.0,33.0,24.0,46.0,33.0,29.0,28.0,15.0,15.0,22.0,29.0,
Net Profit,13.0,9.0,5.0,-2.0,1.0,3.0,7.0,7.0,-7.0,-2.0,3.0,4.0,6
EPS in Rs,36.86,24.27,13.14,-6.21,3.02,9.57,18.03,19.13,-19.05,-4.84,8.6,9.92,16.10
