,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,220.0,277.0,308.0,131.0,88.0,100.0,124.0,162.0,172.0,73.0,132.0,163.0,185
Expenses,207.0,266.0,305.0,95.0,75.0,95.0,116.0,147.0,153.0,66.0,113.0,158.0,170
Operating Profit,13.0,11.0,3.0,36.0,13.0,5.0,8.0,15.0,18.0,7.0,19.0,5.0,15
OPM %,6.0,4.0,1.0,27.0,15.0,5.0,7.0,9.0,11.0,9.0,14.0,3.0,8
Other Income,36.0,2.0,5.0,4.0,2.0,10.0,11.0,12.0,9.0,15.0,22.0,11.0,12
Interest,6.0,6.0,7.0,10.0,9.0,9.0,11.0,10.0,16.0,14.0,12.0,14.0,15
Depreciation,20.0,8.0,9.0,39.0,9.0,12.0,13.0,12.0,19.0,19.0,18.0,19.0,21
Profit before tax,23.0,-0.0,-8.0,-9.0,-3.0,-6.0,-4.0,4.0,-8.0,-11.0,10.0,-17.0,-9
Tax %,28.0,-372.0,4.0,6.0,-4.0,-20.0,-5.0,38.0,-7.0,-9.0,39.0,-8.0,
Net Profit,16.0,-1.0,-7.0,-9.0,-3.0,-8.0,-5.0,3.0,-8.0,-12.0,6.0,-19.0,-9
EPS in Rs,7.28,-0.61,-3.25,-3.85,-1.38,-3.52,-2.19,1.14,-3.86,-5.45,2.75,-8.3,-4.11
