,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,489.0,447.0,397.0,275.0,226.0,452.0,652.0,371.0,267.0,427.0,961.0,1890.0,1862
Expenses,410.0,409.0,381.0,245.0,191.0,343.0,453.0,271.0,269.0,331.0,714.0,1476.0,1436
Operating Profit,79.0,38.0,17.0,29.0,35.0,109.0,199.0,101.0,-2.0,97.0,248.0,414.0,426
OPM %,16.0,9.0,4.0,11.0,16.0,24.0,31.0,27.0,-1.0,23.0,26.0,22.0,23
Other Income,48.0,51.0,45.0,66.0,33.0,51.0,44.0,46.0,32.0,26.0,202.0,53.0,75
Interest,7.0,4.0,1.0,7.0,21.0,40.0,56.0,54.0,57.0,58.0,62.0,58.0,45
Depreciation,25.0,18.0,12.0,12.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,11.0,11
Profit before tax,95.0,67.0,48.0,75.0,39.0,112.0,179.0,85.0,-34.0,55.0,379.0,397.0,446
Tax %,40.0,27.0,36.0,35.0,60.0,42.0,39.0,50.0,64.0,40.0,21.0,27.0,
Net Profit,57.0,49.0,31.0,49.0,15.0,66.0,109.0,43.0,-12.0,33.0,299.0,289.0,334
EPS in Rs,1.46,1.3,0.78,1.28,0.47,1.43,1.79,1.13,-0.19,0.86,5.83,6.96,8.58
