,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,52.0,63.0,75.0,76.0,78.0,107.0,111.0,116.0,118.0,137.0,125.0,121.0,115
Expenses,16.0,17.0,21.0,21.0,22.0,31.0,23.0,25.0,35.0,34.0,44.0,45.0,35
Operating Profit,36.0,46.0,54.0,55.0,56.0,76.0,88.0,91.0,83.0,103.0,82.0,76.0,79
OPM %,69.0,73.0,72.0,72.0,72.0,71.0,79.0,78.0,70.0,75.0,65.0,63.0,69
Other Income,6.0,5.0,7.0,9.0,24.0,25.0,25.0,35.0,35.0,41.0,58.0,40.0,70
Interest,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,4.0,6.0,5.0,4.0,3
Depreciation,1.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5
Profit before tax,40.0,49.0,59.0,62.0,77.0,94.0,107.0,119.0,108.0,133.0,128.0,107.0,141
Tax %,6.0,5.0,5.0,5.0,9.0,8.0,6.0,17.0,26.0,28.0,25.0,24.0,
Net Profit,38.0,46.0,58.0,58.0,70.0,86.0,100.0,98.0,80.0,96.0,97.0,82.0,109
EPS in Rs,32.68,39.68,49.7,49.79,60.18,73.68,85.89,84.09,68.9,82.07,82.79,70.07,93.09
