,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,493.0,512.0,541.0,725.0,883.0,1044.0,1190.0,1318.0,1405.0,1146.0,1617.0,1766.0,1477
Expenses,460.0,491.0,522.0,695.0,818.0,905.0,1033.0,1133.0,1189.0,1013.0,1473.0,1580.0,1311
Operating Profit,33.0,21.0,19.0,30.0,66.0,139.0,157.0,186.0,216.0,133.0,144.0,186.0,166
OPM %,7.0,4.0,3.0,4.0,7.0,13.0,13.0,14.0,15.0,12.0,9.0,11.0,11
Other Income,4.0,4.0,4.0,6.0,8.0,6.0,6.0,7.0,12.0,8.0,10.0,11.0,9
Interest,10.0,10.0,12.0,36.0,46.0,43.0,40.0,35.0,36.0,30.0,25.0,14.0,10
Depreciation,9.0,9.0,10.0,18.0,23.0,24.0,26.0,27.0,32.0,33.0,34.0,36.0,36
Profit before tax,18.0,5.0,1.0,-17.0,4.0,78.0,97.0,131.0,161.0,78.0,95.0,148.0,130
Tax %,20.0,13.0,35.0,-95.0,-335.0,36.0,7.0,28.0,27.0,26.0,36.0,33.0,
Net Profit,14.0,5.0,0.0,-33.0,18.0,50.0,90.0,95.0,117.0,57.0,61.0,99.0,118
EPS in Rs,8.28,2.7,0.26,-19.64,10.48,29.22,53.02,55.61,68.6,33.63,35.85,58.35,69.06
