,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,6612.0,6916.0,6781.0,7383.0,6818.0,7543.0,9509.0,11499.0,8472.0,8956.0,14215.0,14255.0,13190
Expenses,5335.0,5841.0,5644.0,5759.0,5911.0,6463.0,8112.0,8607.0,7983.0,7174.0,9664.0,11807.0,10967
Operating Profit,1277.0,1075.0,1137.0,1624.0,907.0,1080.0,1397.0,2893.0,489.0,1782.0,4550.0,2448.0,2223
OPM %,19.0,16.0,17.0,22.0,13.0,14.0,15.0,25.0,6.0,20.0,32.0,17.0,17
Other Income,520.0,511.0,508.0,1070.0,711.0,368.0,1124.0,326.0,273.0,147.0,264.0,236.0,234
Interest,132.0,176.0,203.0,167.0,3.0,3.0,2.0,2.0,6.0,7.0,23.0,13.0,11
Depreciation,467.0,505.0,525.0,414.0,426.0,480.0,480.0,476.0,530.0,606.0,837.0,716.0,768
Profit before tax,1198.0,905.0,918.0,2113.0,1189.0,965.0,2039.0,2740.0,226.0,1317.0,3955.0,1955.0,1677
Tax %,29.0,34.0,30.0,37.0,34.0,31.0,34.0,37.0,39.0,1.0,25.0,21.0,
Net Profit,850.0,593.0,642.0,1322.0,787.0,669.0,1342.0,1732.0,138.0,1300.0,2952.0,1544.0,1351
EPS in Rs,3.3,2.3,2.49,5.13,3.05,3.46,6.94,9.29,0.74,7.08,16.07,8.41,7.35
