,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,188.0,212.0,216.0,229.0,245.0,264.0,264.0,264.0,249.0,101.0,195.0,337.0,344
Expenses,132.0,148.0,153.0,163.0,172.0,190.0,195.0,199.0,196.0,119.0,163.0,242.0,256
Operating Profit,56.0,64.0,63.0,66.0,74.0,74.0,68.0,65.0,53.0,-18.0,33.0,95.0,88
OPM %,30.0,30.0,29.0,29.0,30.0,28.0,26.0,25.0,21.0,-17.0,17.0,28.0,26
Other Income,4.0,0.0,0.0,1.0,2.0,8.0,5.0,8.0,6.0,-2.0,2.0,7.0,11
Interest,27.0,22.0,11.0,9.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1
Depreciation,13.0,13.0,13.0,19.0,16.0,14.0,14.0,14.0,16.0,17.0,16.0,17.0,16
Profit before tax,20.0,30.0,38.0,40.0,55.0,65.0,59.0,58.0,43.0,-37.0,18.0,85.0,82
Tax %,32.0,31.0,38.0,38.0,29.0,34.0,36.0,35.0,12.0,28.0,30.0,24.0,
Net Profit,13.0,20.0,24.0,25.0,39.0,43.0,38.0,38.0,38.0,-27.0,13.0,65.0,63
EPS in Rs,4.38,6.73,7.73,8.12,12.78,14.04,12.4,12.45,12.46,-8.78,4.23,21.21,20.57
