,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2287.0,2603.0,3016.0,3210.0,3268.0,4348.0,5730.0,6549.0,6916.0,6785.0,7461.0,8682.0,9173
Expenses,1934.0,2209.0,2759.0,2908.0,2982.0,3724.0,4922.0,5600.0,5569.0,5434.0,6351.0,7898.0,8168
Operating Profit,353.0,394.0,258.0,302.0,286.0,624.0,808.0,949.0,1347.0,1352.0,1110.0,785.0,1005
OPM %,15.0,15.0,9.0,9.0,9.0,14.0,14.0,14.0,19.0,20.0,15.0,9.0,11
Other Income,126.0,127.0,113.0,143.0,146.0,139.0,62.0,78.0,74.0,28.0,67.0,107.0,119
Interest,53.0,65.0,86.0,78.0,82.0,277.0,378.0,371.0,388.0,296.0,243.0,339.0,368
Depreciation,81.0,105.0,133.0,154.0,149.0,256.0,332.0,339.0,352.0,371.0,397.0,510.0,554
Profit before tax,346.0,351.0,152.0,213.0,201.0,230.0,160.0,317.0,682.0,713.0,538.0,43.0,202
Tax %,31.0,23.0,15.0,18.0,17.0,5.0,4.0,19.0,26.0,12.0,26.0,6.0,
Net Profit,239.0,270.0,130.0,175.0,168.0,219.0,154.0,256.0,505.0,630.0,399.0,40.0,153
EPS in Rs,31.09,35.1,16.86,22.76,21.78,28.5,19.99,33.2,65.6,81.83,51.76,5.26,19.88
