,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83
Reserves,30.43,44.64,45.18,35.56,36.02,35.67,33.46,28.59,17.76,7.21,29.26,21.21,21.78
Preference Capital,10.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Borrowings,48.33,46.35,38.29,29.37,28.49,28.38,29.62,26.62,26.37,28.32,0.42,0.23,0.16
Other Liabilities,55.33,45.94,47.23,51.24,42.33,47.78,56.87,54.14,44.58,38.77,9.83,6.97,6.54
Total Liabilities,150.92,153.76,147.53,133.0,123.67,128.66,136.78,126.18,105.54,91.13,56.34,45.24,45.31
Fixed Assets,76.22,66.31,66.65,56.66,52.81,52.18,54.68,49.78,44.77,39.02,4.72,4.79,4.66
CWIP,0.01,0.0,0.0,0.0,0.0,0.02,0.11,0.0,0.0,0.03,0.0,0.0,0.0
Investments,6.67,1.79,1.91,2.22,2.1,2.13,2.15,2.11,2.1,2.12,30.58,31.87,30.57
Other Assets,68.02,85.66,78.97,74.12,68.76,74.33,79.84,74.29,58.67,49.96,21.04,8.58,10.08
Total Assets,150.92,153.76,147.53,133.0,123.67,128.66,136.78,126.18,105.54,91.13,56.34,45.24,45.31
