,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.35,3.4,1.15,0.51,0.44,0.48,0.32,0.92,1.12,1.21,1.17,0.61,1.55
Expenses,3.1,2.86,1.41,0.71,0.8,0.8,0.65,0.6,0.93,1.04,0.92,0.61,1.24
Operating Profit,1.25,0.54,-0.26,-0.2,-0.36,-0.32,-0.33,0.32,0.19,0.17,0.25,0.0,0.31
OPM %,28.74,15.88,-22.61,-39.22,-81.82,-66.67,-103.12,34.78,16.96,14.05,21.37,0.0,20.00
Other Income,0.04,0.1,0.12,0.11,0.11,0.07,0.02,0.01,0.01,0.01,0.0,0.01,0.01
Interest,0.02,0.02,0.02,0.05,0.04,0.02,0.0,0.0,0.0,0.0,0.03,0.05,0.06
Depreciation,0.11,0.13,0.11,0.11,0.09,0.08,0.06,0.06,0.05,0.05,0.05,0.05,0.04
Profit before tax,1.16,0.49,-0.27,-0.25,-0.38,-0.35,-0.37,0.27,0.15,0.13,0.17,-0.09,0.22
Tax %,18.97,30.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,0.94,0.34,-0.28,-0.25,-0.39,-0.35,-0.38,0.27,0.15,0.13,0.17,-0.09,0.19
EPS in Rs,1.77,0.64,-0.53,-0.47,-0.74,-0.66,-0.72,0.51,0.28,0.25,0.32,-0.17,0.36
