,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,6.57,13.49,24.55,23.47,15.09,8.42,27.58,9.07,17.06,17.68,17.28,7.57,8.83
Expenses,7.1,14.21,23.12,23.02,14.62,6.71,25.77,6.25,14.21,13.37,14.55,6.7,7.00
Operating Profit,-0.53,-0.72,1.43,0.45,0.47,1.71,1.81,2.82,2.85,4.31,2.73,0.87,1.83
OPM %,-8.07,-5.34,5.82,1.92,3.11,20.31,6.56,31.09,16.71,24.38,15.8,11.49,20.72
Other Income,1.89,0.99,0.17,0.13,0.02,0.03,0.17,0.06,0.48,0.08,0.11,0.34,0.35
Interest,0.52,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.03
Depreciation,1.01,1.05,0.99,0.9,0.74,0.71,0.71,0.72,0.73,0.74,0.83,0.82,0.77
Profit before tax,-0.17,-0.8,0.61,-0.32,-0.25,1.03,1.27,2.16,2.6,3.65,1.95,0.36,1.38
Tax %,0.0,0.0,0.0,0.0,0.0,-0.97,-3.15,-3.24,-3.85,-3.29,21.54,-25.0,
Net Profit,-0.17,-0.81,0.62,-0.32,-0.25,1.04,1.31,2.24,2.69,3.76,1.52,0.45,1.21
EPS in Rs,-0.13,-0.75,0.57,-0.3,-0.23,0.96,1.21,2.08,2.49,3.48,1.41,0.42,1.12
