,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,532.0,741.0,279.0,167.0,114.0,270.0,498.0,328.0,481.0,264.0,434.0,1001.0,710
Expenses,354.0,545.0,228.0,184.0,179.0,392.0,607.0,698.0,855.0,299.0,342.0,890.0,603
Operating Profit,178.0,197.0,51.0,-17.0,-65.0,-122.0,-109.0,-370.0,-373.0,-35.0,91.0,110.0,107
OPM %,33.0,27.0,18.0,-10.0,-58.0,-45.0,-22.0,-113.0,-78.0,-13.0,21.0,11.0,15
Other Income,166.0,189.0,106.0,146.0,73.0,121.0,-117.0,-28.0,86.0,120.0,-119.0,55.0,80
Interest,161.0,162.0,105.0,141.0,72.0,170.0,218.0,167.0,191.0,125.0,80.0,60.0,41
Depreciation,6.0,7.0,7.0,11.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,8
Profit before tax,179.0,217.0,46.0,-23.0,-69.0,-177.0,-449.0,-570.0,-482.0,-43.0,-110.0,102.0,139
Tax %,15.0,10.0,7.0,49.0,34.0,-24.0,-1.0,-5.0,-6.0,28.0,1.0,1.0,
Net Profit,152.0,196.0,43.0,-11.0,-49.0,-222.0,-452.0,-599.0,-512.0,-32.0,-111.0,96.0,135
EPS in Rs,5.42,6.99,1.5,-0.31,-1.67,-7.77,-16.07,-20.09,-16.26,-1.1,-3.94,3.3,4.62
