,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,69.0,50.0,46.0,62.0,56.0,87.0,102.0,93.0,91.0,116.0,170.0,138.0,162
Expenses,60.0,40.0,34.0,41.0,39.0,48.0,58.0,58.0,58.0,67.0,97.0,86.0,105
Operating Profit,9.0,11.0,11.0,20.0,17.0,39.0,44.0,35.0,33.0,49.0,73.0,51.0,57
OPM %,12.0,21.0,25.0,33.0,30.0,45.0,43.0,38.0,36.0,42.0,43.0,37.0,35
Other Income,0.0,1.0,-4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
Interest,1.0,2.0,1.0,3.0,3.0,13.0,14.0,11.0,9.0,4.0,7.0,11.0,9
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2
Profit before tax,6.0,8.0,5.0,16.0,13.0,25.0,30.0,24.0,23.0,44.0,65.0,39.0,47
Tax %,32.0,30.0,26.0,31.0,33.0,33.0,31.0,31.0,24.0,21.0,23.0,26.0,
Net Profit,4.0,6.0,4.0,11.0,9.0,17.0,21.0,17.0,17.0,35.0,50.0,29.0,35
EPS in Rs,0.4,0.53,0.35,1.06,0.82,1.6,1.99,1.61,1.68,3.33,4.84,2.8,3.40
