,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0,0,339.0,625.0,2596.0,1391.0,2054.0,1924.0,1774.0,1560.0,3260.0,3231.0,3394
Expenses,38,167,296.0,600.0,1643.0,678.0,1499.0,1372.0,1266.0,920.0,2457.0,2493.0,2731
Operating Profit,-38,-167,43.0,26.0,953.0,712.0,555.0,551.0,508.0,640.0,803.0,738.0,663
OPM %,,,13.0,4.0,37.0,51.0,27.0,29.0,29.0,41.0,25.0,23.0,20
Other Income,168,68,59.0,61.0,81.0,155.0,148.0,-1155.0,2878.0,1074.0,-28.0,328.0,347
Interest,5,6,132.0,546.0,1204.0,1238.0,1954.0,2304.0,2805.0,2241.0,2342.0,2512.0,2712
Depreciation,1,1,67.0,190.0,236.0,254.0,400.0,420.0,417.0,416.0,414.0,404.0,407
Profit before tax,124,-107,-97.0,-649.0,-406.0,-624.0,-1650.0,-3328.0,165.0,-942.0,-1981.0,-1849.0,-2109
Tax %,29,16,-5.0,-2.0,-6.0,-1.0,-1.0,0.0,0.0,-0.0,0.0,-1.0,
Net Profit,88,-89,-101.0,-664.0,-432.0,-631.0,-1663.0,-3328.0,165.0,-942.0,-1981.0,-1870.0,-2145
EPS in Rs,0.39,-0.34,-0.38,-2.25,-1.46,-2.13,-5.63,-11.24,0.33,-1.75,-3.69,-3.48,-3.99
