,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1269.0,1665.0,2371.0,2566.0,2601.0,2817.0,3025.0,3384.0,3353.0,3527.0,4822.0,6186.0,6503
Expenses,1089.0,1277.0,1948.0,2128.0,2131.0,2253.0,2450.0,2772.0,2731.0,2698.0,3604.0,4911.0,5284
Operating Profit,180.0,388.0,423.0,438.0,470.0,563.0,574.0,612.0,622.0,830.0,1219.0,1274.0,1219
OPM %,14.0,23.0,18.0,17.0,18.0,20.0,19.0,18.0,19.0,24.0,25.0,21.0,19
Other Income,7.0,6.0,31.0,24.0,24.0,27.0,15.0,37.0,36.0,39.0,87.0,62.0,49
Interest,48.0,98.0,104.0,84.0,58.0,64.0,52.0,49.0,50.0,33.0,23.0,79.0,81
Depreciation,104.0,151.0,157.0,154.0,152.0,149.0,140.0,131.0,137.0,147.0,141.0,174.0,167
Profit before tax,35.0,144.0,192.0,223.0,284.0,377.0,398.0,469.0,472.0,689.0,1142.0,1084.0,1021
Tax %,6.0,28.0,26.0,22.0,26.0,24.0,27.0,29.0,20.0,25.0,26.0,25.0,
Net Profit,33.0,103.0,142.0,174.0,211.0,287.0,290.0,335.0,377.0,515.0,842.0,814.0,789
EPS in Rs,0.87,2.73,3.76,4.61,5.59,7.76,7.86,9.23,10.95,14.97,24.47,23.82,23.07
