,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,9.0,12.0,6.0,2.0,0.0,1.0,76.0,94.0,106.0,133.0,125.0,129.0,100
Expenses,8.0,10.0,7.0,4.0,4.0,2.0,74.0,88.0,102.0,124.0,124.0,133.0,112
Operating Profit,1.0,2.0,-0.0,-2.0,-3.0,-1.0,2.0,6.0,4.0,8.0,1.0,-5.0,-12
OPM %,12.0,16.0,-5.0,-110.0,-1779.0,-56.0,3.0,6.0,4.0,6.0,0.0,-4.0,-12
Other Income,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0
Interest,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,4.0,4.0,5
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3
Profit before tax,0.0,1.0,-1.0,-2.0,-4.0,-1.0,2.0,4.0,1.0,6.0,-5.0,-12.0,-20
Tax %,11.0,6.0,1.0,-1.0,-0.0,8.0,-4.0,-1.0,-13.0,8.0,26.0,25.0,
Net Profit,0.0,1.0,-1.0,-2.0,-4.0,-1.0,2.0,4.0,1.0,5.0,-4.0,-9.0,-15
EPS in Rs,0.54,1.71,-1.06,-2.3,-5.48,-1.26,2.26,2.64,0.3,1.08,-0.78,-1.98,-3.12
