,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,11.53,12.53,10.49,4.09,1.59,0.65,0.09,0.00,3.73,3.96,2.06,1.1,0.38
Expenses,8.87,9.11,8.48,4.84,2.15,1.02,0.52,0.72,3.59,3.36,2.12,2.42,1.40
Operating Profit,2.66,3.42,2.01,-0.75,-0.56,-0.37,-0.43,-0.72,0.14,0.6,-0.06,-1.32,-1.02
OPM %,23.07,27.29,19.16,-18.34,-35.22,-56.92,-477.78,,3.75,15.15,-2.91,-120.0,-268.42
Other Income,-0.01,0.03,0.07,0.49,-4.56,1.41,0.28,0.29,0.94,0.24,0.26,0.62,0.48
Interest,0.94,1.65,2.43,0.15,0.2,0.12,0.11,0.03,0.01,0.01,0.11,0.0,0.00
Depreciation,0.26,0.36,0.47,1.1,0.71,0.33,0.33,0.29,0.25,0.2,0.14,0.13,0.12
Profit before tax,1.45,1.44,-0.82,-1.51,-6.03,0.59,-0.59,-0.75,0.82,0.63,-0.05,-0.83,-0.66
Tax %,32.41,18.75,19.51,-10.6,20.07,0.0,-8.47,-5.33,4.88,6.35,-80.0,-4.82,
Net Profit,0.98,1.17,-0.66,-1.66,-4.82,0.6,-0.63,-0.79,0.78,0.59,-0.09,-0.86,-0.69
EPS in Rs,1.77,2.12,-1.19,-3.0,-8.71,1.08,-1.14,-1.43,1.41,1.07,-0.16,-1.55,-1.24
