,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,365.0,425.0,559.0,300.0,375.0,455.0,608.0,798.0,773.0,419.0,616.0,1021.0,1044
Expenses,264.0,330.0,408.0,233.0,244.0,293.0,360.0,482.0,486.0,397.0,477.0,654.0,686
Operating Profit,101.0,95.0,151.0,67.0,131.0,161.0,247.0,315.0,288.0,22.0,139.0,366.0,358
OPM %,28.0,22.0,27.0,22.0,35.0,36.0,41.0,40.0,37.0,5.0,23.0,36.0,34
Other Income,13.0,13.0,16.0,2.0,2.0,9.0,29.0,35.0,33.0,27.0,30.0,46.0,57
Interest,11.0,15.0,33.0,51.0,41.0,35.0,10.0,2.0,16.0,14.0,16.0,24.0,10
Depreciation,6.0,8.0,17.0,35.0,36.0,36.0,37.0,38.0,49.0,53.0,56.0,59.0,62
Profit before tax,96.0,85.0,117.0,-17.0,56.0,99.0,228.0,311.0,256.0,-18.0,98.0,329.0,343
Tax %,30.0,40.0,44.0,-64.0,36.0,28.0,32.0,37.0,28.0,-42.0,30.0,20.0,
Net Profit,67.0,49.0,64.0,-28.0,36.0,71.0,155.0,196.0,185.0,-26.0,68.0,262.0,274
EPS in Rs,2.24,1.29,1.55,-0.99,1.66,3.18,5.81,7.26,6.85,-0.9,2.51,9.77,10.21
