,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,4.45,15.05,2.89,22.66,48.53,1.8,4.4,4.03,2.33,-2.31,7.86,9.59,8.96
Expenses,3.8,15.11,3.19,23.93,48.25,2.18,4.51,4.53,2.58,1.3,6.14,10.45,8.89
Operating Profit,0.65,-0.06,-0.3,-1.27,0.28,-0.38,-0.11,-0.5,-0.25,-3.61,1.72,-0.86,0.07
OPM %,14.61,-0.4,-10.38,-5.6,0.58,-21.11,-2.5,-12.41,-10.73,-10.17,21.88,-8.97,0.78
Other Income,-1.21,0.13,0.34,2.54,-0.71,0.52,0.22,0.0,0.0,0.0,0.0,0.0,-0.60
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,-0.58,0.05,0.01,1.27,-0.43,0.14,0.11,-0.5,-0.25,-3.61,1.72,-0.86,-0.53
Tax %,0.0,0.0,-1600.0,20.47,0.0,14.29,18.18,0.0,0.0,0.0,1.16,0.0,
Net Profit,-0.59,0.04,0.17,1.01,-0.43,0.11,0.09,-0.5,-0.25,-3.61,1.7,-0.86,-0.53
EPS in Rs,-0.09,0.01,0.03,0.09,-0.04,0.01,0.01,-0.04,-0.02,-0.31,0.15,-0.07,-0.05
