,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1353.0,1547.0,1952.0,2780.0,3191.0,4000.0,6502.0,1508.0,685.0,314.0,194.0,197.0,207
Expenses,1112.0,1166.0,1417.0,2057.0,2370.0,3054.0,5495.0,1530.0,661.0,286.0,176.0,179.0,185
Operating Profit,242.0,382.0,535.0,723.0,821.0,946.0,1007.0,-22.0,24.0,28.0,18.0,19.0,22
OPM %,18.0,25.0,27.0,26.0,26.0,24.0,15.0,-1.0,3.0,9.0,9.0,9.0,11
Other Income,5.0,5.0,6.0,6.0,6.0,5.0,34.0,82.0,83.0,70.0,2.0,1.0,2
Interest,56.0,86.0,78.0,75.0,56.0,50.0,10.0,0.0,0.0,0.0,0.0,2.0,5
Depreciation,87.0,157.0,181.0,165.0,164.0,73.0,7.0,9.0,15.0,15.0,15.0,16.0,15
Profit before tax,103.0,144.0,282.0,489.0,606.0,828.0,1024.0,51.0,92.0,83.0,5.0,3.0,4
Tax %,31.0,27.0,38.0,34.0,35.0,36.0,34.0,51.0,22.0,24.0,100.0,63.0,
Net Profit,71.0,104.0,175.0,322.0,395.0,531.0,680.0,25.0,71.0,63.0,0.0,1.0,2
EPS in Rs,0.71,1.04,1.74,3.2,3.73,5.02,6.43,0.24,0.67,0.59,0.0,0.01,0.01
