,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,18.16,19.42,22.3,4.47,9.14,1.26,0.00,2.74,1.24,1.74,1.65,1.63,0.70
Expenses,16.48,17.52,20.15,3.46,7.84,1.04,0.22,9.6,0.91,1.44,1.54,1.51,1.16
Operating Profit,1.68,1.9,2.15,1.01,1.3,0.22,-0.22,-6.86,0.33,0.3,0.11,0.12,-0.46
OPM %,9.25,9.78,9.64,22.6,14.22,17.46,,-250.36,26.61,17.24,6.67,7.36,-65.71
Other Income,0.07,0.02,-0.12,0.0,0.12,-0.05,-0.04,0.0,0.02,0.0,0.0,0.0,0.00
Interest,0.14,0.41,0.56,0.52,0.53,0.47,0.51,0.22,0.12,0.0,0.0,0.0,0.00
Depreciation,0.25,0.26,0.3,0.43,0.34,0.24,0.23,0.21,0.2,0.19,0.12,0.06,0.06
Profit before tax,1.36,1.25,1.17,0.06,0.55,-0.54,-1.00,-7.29,0.03,0.11,-0.01,0.06,-0.52
Tax %,31.62,32.8,23.08,283.33,56.36,12.96,7.00,0.27,-66.67,-45.45,-700.0,83.33,
Net Profit,0.93,0.84,0.9,-0.1,0.24,-0.47,-0.93,-7.27,0.05,0.15,-0.08,0.01,-0.57
EPS in Rs,1.58,1.43,1.53,-0.17,0.41,-0.8,-1.58,-12.39,0.09,0.26,-0.14,0.02,-0.86
