,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,695,920.0,1191.0,1090.0,902.0,849.0,1160.0,1670.0,1533.0,1723.0,2340.0,2550.0,2684
Expenses,579,759.0,1032.0,1085.0,913.0,775.0,1043.0,1539.0,1462.0,1581.0,2184.0,2491.0,2546
Operating Profit,116,161.0,159.0,5.0,-11.0,74.0,117.0,130.0,70.0,142.0,155.0,59.0,138
OPM %,17,18.0,13.0,0.0,-1.0,9.0,10.0,8.0,5.0,8.0,7.0,2.0,5
Other Income,5,6.0,36.0,5.0,2.0,1.0,7.0,1.0,1.0,1.0,3.0,15.0,25
Interest,59,91.0,109.0,109.0,118.0,123.0,129.0,79.0,86.0,79.0,74.0,77.0,77
Depreciation,29,46.0,55.0,53.0,63.0,56.0,57.0,55.0,54.0,55.0,54.0,54.0,55
Profit before tax,34,30.0,32.0,-152.0,-191.0,-104.0,-62.0,-2.0,-68.0,8.0,30.0,-57.0,30
Tax %,23,33.0,34.0,32.0,5.0,10.0,10.0,-956.0,-11.0,42.0,14.0,12.0,
Net Profit,26,20.0,21.0,-104.0,-182.0,-94.0,-56.0,-21.0,-76.0,5.0,26.0,-51.0,19
EPS in Rs,,2.28,2.42,-11.76,-20.71,-10.64,-1.44,-0.53,-1.97,0.13,0.67,-1.31,0.48
