,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,249.0,265.0,238.0,248.0,153.0,196.0,207.0,179.0,176.0,188.0,344.0,367.0,337
Expenses,215.0,230.0,211.0,224.0,136.0,180.0,190.0,162.0,159.0,175.0,331.0,332.0,295
Operating Profit,34.0,36.0,27.0,24.0,17.0,16.0,17.0,18.0,17.0,14.0,12.0,35.0,42
OPM %,14.0,13.0,11.0,10.0,11.0,8.0,8.0,10.0,10.0,7.0,4.0,10.0,13
Other Income,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,5
Interest,18.0,16.0,11.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,6.0,4.0,4
Depreciation,10.0,10.0,11.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,9
Profit before tax,7.0,11.0,6.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,29.0,35
Tax %,8.0,33.0,36.0,26.0,25.0,38.0,60.0,-48.0,38.0,29.0,35.0,30.0,
Net Profit,6.0,7.0,4.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,20.0,25
EPS in Rs,3.25,3.71,1.91,3.58,0.2,0.22,0.2,0.73,0.5,0.71,1.56,10.96,13.51
