,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.31,3.07,3.39,4.26,4.67,5.4,6.34,7.2,6.51,6.69,8.51,9.8,8.85
Expenses,2.4,3.01,3.29,4.01,4.61,5.3,6.12,6.52,5.85,6.36,7.84,9.16,9.10
Operating Profit,-0.09,0.06,0.1,0.25,0.06,0.1,0.22,0.68,0.66,0.33,0.67,0.64,-0.25
OPM %,-3.9,1.95,2.95,5.87,1.28,1.85,3.47,9.44,10.14,4.93,7.87,6.53,-2.82
Other Income,0.32,0.42,0.32,0.3,0.33,0.37,0.43,0.4,0.38,0.27,0.15,0.18,0.15
Interest,0.1,0.12,0.07,0.12,0.14,0.18,0.22,0.35,0.2,0.16,0.13,0.13,0.16
Depreciation,0.1,0.09,0.08,0.07,0.09,0.07,0.16,0.25,0.18,0.14,0.12,0.09,0.09
Profit before tax,0.03,0.27,0.27,0.36,0.16,0.22,0.27,0.48,0.66,0.3,0.57,0.6,-0.35
Tax %,33.33,33.33,33.33,33.33,37.5,27.27,7.41,18.75,27.27,26.67,26.32,23.33,
Net Profit,0.02,0.18,0.18,0.24,0.09,0.16,0.25,0.39,0.48,0.23,0.42,0.45,-0.42
EPS in Rs,40.0,360.0,360.0,480.0,180.0,0.71,1.11,1.73,1.78,0.85,1.56,1.67,-1.56
