,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.28,0.29,0.3,0.44,0.46,0.51,0.61,0.65,0.68,0.88,0.97,1.0,1.03
Expenses,0.09,0.12,0.12,0.16,0.66,0.24,0.25,0.21,0.15,0.24,0.22,0.32,0.30
Operating Profit,0.19,0.17,0.18,0.28,-0.2,0.27,0.36,0.44,0.53,0.64,0.75,0.68,0.73
OPM %,67.86,58.62,60.0,63.64,-43.48,52.94,59.02,67.69,77.94,72.73,77.32,68.0,70.87
Other Income,0.0,0.0,0.0,0.0,0.14,0.05,0.08,0.0,0.0,0.02,0.0,0.0,0.00
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.00
Depreciation,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.00
Profit before tax,0.18,0.16,0.17,0.27,-0.07,0.32,0.44,0.44,0.44,0.66,0.75,0.68,0.73
Tax %,22.22,18.75,17.65,14.81,0.0,3.12,9.09,13.64,15.91,27.27,53.33,0.0,
Net Profit,0.14,0.13,0.14,0.23,-0.06,0.31,0.4,0.38,0.37,0.48,0.35,0.68,0.79
EPS in Rs,0.34,0.32,0.34,0.56,-0.15,0.76,0.97,0.88,0.86,1.11,0.81,1.57,1.83
