,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,926.0,1251.0,1530.0,2007.0,2505.0,3041.0,3624.0,4448.0,5201.0,4881.0,6480.0,7870.0,8480
Expenses,944.0,1256.0,1518.0,1983.0,2479.0,3004.0,3556.0,4354.0,5108.0,4784.0,6337.0,7748.0,8356
Operating Profit,-19.0,-5.0,12.0,24.0,26.0,37.0,69.0,94.0,93.0,97.0,142.0,122.0,123
OPM %,-2.0,-0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1
Other Income,6.0,5.0,8.0,11.0,15.0,22.0,16.0,18.0,31.0,32.0,-52.0,41.0,45
Interest,0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,12.0,7.0,4.0,6.0,8
Depreciation,4.0,4.0,2.0,3.0,3.0,6.0,9.0,11.0,29.0,34.0,41.0,43.0,49
Profit before tax,-16.0,-4.0,18.0,33.0,38.0,52.0,73.0,96.0,83.0,89.0,46.0,115.0,110
Tax %,0.0,0.0,0.0,6.0,34.0,-12.0,-1.0,-2.0,58.0,11.0,13.0,3.0,
Net Profit,-16.0,-4.0,18.0,31.0,25.0,58.0,73.0,98.0,35.0,78.0,39.0,112.0,107
EPS in Rs,-32.29,-7.24,34.95,60.23,14.51,33.67,42.97,57.34,20.46,45.33,22.48,65.12,62.94
