,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.7,0.77,0.82,1.11,0.55,0.93,0.67,0.45,0.36,1.07,0.43,0.34,0.87
Expenses,0.71,0.78,0.69,1.02,0.49,0.69,0.49,0.21,0.64,0.56,0.28,0.31,0.69
Operating Profit,-0.01,-0.01,0.13,0.09,0.06,0.24,0.18,0.24,-0.28,0.51,0.15,0.03,0.18
OPM %,-1.43,-1.3,15.85,8.11,10.91,25.81,26.87,53.33,-77.78,47.66,34.88,8.82,20.69
Other Income,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.10
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.00
Profit before tax,-0.01,0.02,0.13,0.09,0.06,0.24,0.18,0.24,-0.28,0.51,0.16,0.01,0.28
Tax %,-100.0,0.0,15.38,22.22,16.67,4.17,0.0,20.83,-3.57,15.69,12.5,0.0,
Net Profit,-0.02,0.02,0.12,0.07,0.04,0.23,0.18,0.19,-0.29,0.44,0.14,0.01,0.28
EPS in Rs,-0.05,0.05,0.32,0.19,0.11,0.61,0.48,0.51,-0.77,1.17,0.37,0.03,0.75
