,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,17.0,28.0,35.0,41.0,43.0,42.0,41.0,72.0,69.0,30.0,22.0,22.0,18
Expenses,16.0,15.0,34.0,41.0,45.0,60.0,52.0,91.0,81.0,32.0,22.0,29.0,24
Operating Profit,0.0,13.0,1.0,-1.0,-2.0,-18.0,-12.0,-19.0,-12.0,-2.0,-0.0,-7.0,-6
OPM %,3.0,45.0,4.0,-2.0,-5.0,-43.0,-29.0,-26.0,-18.0,-5.0,-1.0,-33.0,-33
Other Income,1.0,0.0,4.0,5.0,5.0,7.0,2.0,1.0,3.0,1.0,5.0,2.0,-2
Interest,4.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1
Depreciation,5.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,6.0,4.0,3.0,2.0,3
Profit before tax,-8.0,5.0,0.0,0.0,-2.0,-14.0,-12.0,-19.0,-18.0,-6.0,1.0,-9.0,-13
Tax %,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,-8.0,5.0,0.0,0.0,-2.0,-14.0,-12.0,-19.0,-18.0,-6.0,1.0,-9.0,-13
EPS in Rs,-5.14,2.93,0.19,0.09,-0.96,-9.07,-4.77,-4.97,-4.32,-1.25,0.2,-2.0,-2.80
