,Mar 2010,Mar 2011,Mar 2012,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,143.0,146.0,108.0,19.0,21.0,27.0,51.0,82.0,53.0,68.0,114.0,140.0,153
Expenses,119.0,124.0,95.0,21.0,25.0,28.0,45.0,75.0,53.0,63.0,104.0,122.0,128
Operating Profit,23.0,22.0,13.0,-2.0,-4.0,-1.0,6.0,7.0,0.0,5.0,10.0,18.0,25
OPM %,16.0,15.0,12.0,-9.0,-19.0,-2.0,11.0,9.0,1.0,8.0,9.0,13.0,16
Other Income,0.0,0.0,92.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3
Interest,5.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,6
Depreciation,6.0,6.0,5.0,2.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,4.0,3
Profit before tax,13.0,13.0,97.0,-1.0,-12.0,-9.0,6.0,9.0,2.0,5.0,10.0,12.0,19
Tax %,22.0,20.0,22.0,70.0,4.0,5.0,16.0,55.0,48.0,27.0,35.0,31.0,
Net Profit,10.0,10.0,76.0,-0.0,-11.0,-9.0,5.0,4.0,1.0,4.0,6.0,8.0,13
EPS in Rs,7.75,7.93,57.67,-0.22,-8.46,-6.72,3.75,2.49,0.54,2.43,4.73,6.71,8.91
