,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.57,0.38,0.21,0.35,0.28,-0.00,0.01,0.86,0.59,0.94,0.78,0.9,0.91
Expenses,0.53,0.36,0.32,0.44,0.57,0.34,0.26,1.22,0.96,1.32,1.16,1.44,1.40
Operating Profit,0.04,0.02,-0.11,-0.09,-0.29,-0.34,-0.25,-0.36,-0.37,-0.38,-0.38,-0.54,-0.49
OPM %,7.02,5.26,-52.38,-25.71,-103.57,,-2500.0,-41.86,-62.71,-40.43,-48.72,-60.0,-53.85
Other Income,-0.05,-0.46,0.03,0.13,0.2,0.62,0.44,0.46,0.35,0.19,0.45,0.36,0.69
Interest,-0.0,-0.0,-0.0,-0.00,-0.0,0.01,0.01,0.01,0.01,0.01,0.01,-0.0,0.00
Depreciation,0.13,0.13,0.13,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.00
Profit before tax,-0.14,-0.57,-0.21,-0.00,-0.11,0.25,0.16,0.07,-0.05,-0.22,0.04,-0.2,0.20
Tax %,28.57,5.26,314.29,,-200.0,24.00,81.25,-14.29,-0.0,-113.64,-0.0,-0.0,
Net Profit,-0.09,-0.55,0.45,0.01,-0.33,0.19,0.03,0.07,-0.04,-0.46,0.04,-0.2,0.19
EPS in Rs,-0.18,-1.1,0.9,0.02,-0.66,0.38,0.06,0.14,-0.08,-0.92,0.08,-0.4,0.38
