,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,192.36,211.62,177.21,132.15,106.22,75.46,91.61,22.09,4.86,0.00,0.00,0.00,0.0
Expenses,186.97,205.4,172.88,129.35,103.49,75.89,89.63,35.63,40.91,2.24,0.82,0.78,0.64
Operating Profit,5.39,6.22,4.33,2.8,2.73,-0.43,1.98,-13.54,-36.05,-2.24,-0.82,-0.78,-0.64
OPM %,2.8,2.94,2.44,2.12,2.57,-0.57,2.16,-61.29,-741.77,,,,
Other Income,1.58,1.6,2.34,0.7,0.78,0.61,0.57,1.26,0.48,0.51,0.42,0.45,0.47000000000000003
Interest,4.96,4.73,3.46,1.9,1.68,1.68,1.44,3.84,3.68,3.64,3.57,3.58,3.6
Depreciation,0.24,0.28,0.34,0.54,0.36,0.3,0.27,0.21,0.13,0.10,0.08,0.07,0.08
Profit before tax,1.77,2.81,2.87,1.06,1.47,-1.8,0.84,-16.33,-39.38,-5.47,-4.05,-3.98,-3.85
Tax %,53.67,24.2,40.07,37.74,30.61,-6.67,40.48,0.61,-0.76,-0.91,0.00,0.00,
Net Profit,0.82,2.13,1.71,0.66,1.02,-1.92,0.49,-16.23,-39.69,-5.52,-4.05,-3.97,-3.85
EPS in Rs,2.73,7.09,5.7,2.2,3.4,-6.4,1.63,-54.06,-132.2,-18.39,-13.49,-13.22,-12.83
