,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,35.04,44.13,52.84,59.13,61.08,67.0,75.17,84.18,93.12,93.71,87.46,96.86,92.32
Expenses,33.36,42.48,51.01,57.14,58.9,63.7,68.97,77.0,88.25,91.49,84.6,93.08,88.39
Operating Profit,1.68,1.65,1.83,1.99,2.18,3.3,6.2,7.18,4.87,2.22,2.86,3.78,3.93
OPM %,4.79,3.74,3.46,3.37,3.57,4.93,8.25,8.53,5.23,2.37,3.27,3.9,4.26
Other Income,0.02,0.05,0.18,0.11,1.73,0.16,0.15,0.1,-1.77,0.07,0.15,0.84,0.79
Interest,0.74,0.65,0.64,0.68,0.54,0.67,0.62,0.76,0.72,0.36,0.87,0.77,0.79
Depreciation,0.27,0.28,0.39,0.39,0.83,0.91,1.28,1.44,1.86,1.89,1.94,2.27,2.48
Profit before tax,0.69,0.77,0.98,1.03,2.54,1.88,4.45,5.08,0.52,0.04,0.2,1.58,1.45
Tax %,31.88,31.17,31.63,31.07,30.71,30.85,32.81,27.76,26.92,50.0,25.0,22.15,
Net Profit,0.48,0.53,0.68,0.72,1.76,1.3,2.99,3.67,0.38,0.02,0.15,1.22,1.10
EPS in Rs,320.0,212.0,272.0,288.0,1.66,0.89,2.04,2.51,0.26,0.01,0.1,0.83,0.75
