,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Revenue,19169.0,21897.0,24478.0,26476.0,25988.0,24775.0,24163.0,22749.0,23676.0,22830.0,22903.0,25657.0,28553
Interest,13986.0,16141.0,17963.0,19200.0,18889.0,18166.0,17603.0,15935.0,16005.0,14543.0,13361.0,13905.0,15486
Expenses,5782.0,5906.0,9489.0,8620.0,11529.0,12744.0,14015.0,14580.0,12135.0,12419.0,10477.0,12778.0,14096
Financing Profit,-599.0,-150.0,-2974.0,-1344.0,-4430.0,-6136.0,-7455.0,-7766.0,-4464.0,-4133.0,-934.0,-1026.0,-1029
Financing Margin %,-3.0,-1.0,-12.0,-5.0,-17.0,-25.0,-31.0,-34.0,-19.0,-18.0,-4.0,-4.0,-4
Other Income,1409.0,1677.0,1931.0,1900.0,2019.0,2871.0,2620.0,2416.0,3622.0,2994.0,2986.0,4164.0,4364
Depreciation,144.0,185.0,209.0,230.0,240.0,258.0,260.0,278.0,285.0,293.0,297.0,386.0,0
Profit before tax,667.0,1342.0,-1252.0,327.0,-2651.0,-3523.0,-5096.0,-5628.0,-1127.0,-1431.0,1755.0,2752.0,3336
Tax %,18.0,23.0,0.0,-89.0,47.0,31.0,0.0,0.0,0.0,30.0,38.0,39.0,
Net Profit,616.0,1071.0,-1209.0,670.0,-1392.0,-2457.0,-5134.0,-5611.0,-1252.0,-995.0,1083.0,1688.0,2189
EPS in Rs,8.33,10.22,-8.99,4.02,-8.26,-12.93,-19.63,-13.88,-2.2,-1.7,1.24,1.93,2.52
