,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,154.0,158.0,128.0,102.0,101.0,85.0,124.0,2.0,1.0,3.0,6.0,9.0,11
Expenses,269.0,274.0,210.0,144.0,122.0,129.0,137.0,59.0,66.0,0.0,14.0,18.0,8
Operating Profit,-115.0,-116.0,-83.0,-42.0,-21.0,-44.0,-12.0,-58.0,-65.0,3.0,-8.0,-9.0,3
OPM %,-75.0,-73.0,-65.0,-41.0,-21.0,-52.0,-10.0,-3767.0,-4625.0,90.0,-118.0,-94.0,25
Other Income,1.0,2.0,2.0,4.0,10.0,6.0,3.0,0.0,0.0,-48.0,32.0,202.0,126
Interest,55.0,47.0,39.0,7.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,14.0,20.0,11.0,3.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0
Profit before tax,-184.0,-182.0,-131.0,-48.0,-14.0,-39.0,-60.0,-58.0,-65.0,-46.0,24.0,193.0,128
Tax %,31.0,8.0,27.0,53.0,37.0,34.0,-64.0,0.0,0.0,0.0,0.0,17.0,
Net Profit,-127.0,-167.0,-96.0,-22.0,-9.0,-26.0,-98.0,-58.0,-65.0,-46.0,24.0,161.0,94
EPS in Rs,-14.21,-18.71,-10.75,-2.52,-0.96,-0.29,-8.34,-4.9,-5.5,-3.88,2.03,13.65,8.02
