,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.27,0.33,0.35,0.42,1.33,0.44,0.4,0.49,0.4,0.33,0.3,0.31
Expenses,0.14,0.45,0.52,0.56,0.67,1.61,0.72,0.65,0.74,0.66,0.63,0.82,0.86
Operating Profit,-0.14,-0.18,-0.19,-0.21,-0.25,-0.28,-0.28,-0.25,-0.25,-0.26,-0.3,-0.52,-0.55
OPM %,,-66.67,-57.58,-60.0,-59.52,-21.05,-63.64,-62.5,-51.02,-65.0,-90.91,-173.33,-177.42
Other Income,0.26,0.28,0.3,0.29,0.27,0.23,0.25,0.23,0.24,0.21,0.15,0.14,0.25
Interest,0.00,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01
Depreciation,0.07,0.09,0.08,0.09,0.07,0.07,0.08,0.06,0.05,0.04,0.03,0.06,0.08
Profit before tax,0.05,0.01,0.03,-0.01,-0.05,-0.12,-0.12,-0.08,-0.06,-0.09,-0.18,-0.45,-0.39
Tax %,20.00,-100.0,0.0,100.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,
Net Profit,0.04,0.02,0.04,0.0,-0.05,-0.13,-0.11,-0.08,-0.05,-0.09,-0.19,-0.44,-0.38
EPS in Rs,0.13,0.07,0.13,0.0,-0.17,-0.43,-0.37,-0.27,-0.17,-0.3,-0.63,-1.47,-1.26
