,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.05,2.51,4.87,0.12,0.01,0.13,0.00,0.21,0.01,0.23,0.00,0.01,0.0
Expenses,0.59,0.53,0.4,0.28,0.29,0.32,0.29,0.31,0.25,0.23,0.24,0.21,0.22
Operating Profit,1.46,1.98,4.47,-0.16,-0.28,-0.19,-0.29,-0.1,-0.24,0.0,-0.24,-0.2,-0.22
OPM %,71.22,78.88,91.79,-133.33,-2800.0,-146.15,,-47.62,-2400.0,0.0,,-2000.0,
Other Income,0.55,-0.06,0.04,0.01,0.05,0.09,0.07,0.06,0.06,0.06,0.07,0.07,0.08
Interest,0.7,0.88,1.25,0.01,0.0,5.32,2.10,0.86,0.72,0.0,0.00,0.0,0.0
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.00,0.0,0.0
Profit before tax,1.31,1.04,3.26,-0.16,-0.23,-5.42,-2.32,-0.9,-0.9,0.06,-0.17,-0.13,-0.14
Tax %,32.06,33.65,10.74,18.75,0.0,0.0,0.00,0.0,0.0,66.67,0.00,0.0,
Net Profit,0.89,0.69,2.92,-0.13,-0.23,-5.42,-2.32,-0.9,-0.9,0.03,-0.17,-0.13,-0.14
EPS in Rs,1.78,1.38,5.84,-0.26,-0.46,-10.84,-4.64,-1.8,-1.8,0.06,-0.34,-0.26,-0.28
