,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,2.09,2.24,1.89,1.95,1.77,2.09,2.47,2.64,2.89,2.71,2.76,2.92,3.08
Expenses,1.06,7.05,1.06,1.1,2.2,1.36,1.38,4.28,1.74,1.56,1.56,1.99,1.94
Operating Profit,1.03,-4.81,0.83,0.85,-0.43,0.73,1.09,-1.64,1.15,1.15,1.2,0.93,1.14
OPM %,49.28,-214.73,43.92,43.59,-24.29,34.93,44.13,-62.12,39.79,42.44,43.48,31.85,37.01
Other Income,0.21,0.04,0.07,0.03,0.81,0.03,0.06,5.28,0.07,0.07,0.1,0.0,0.05
Interest,0.0,0.01,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.01,0.00
Depreciation,0.05,0.04,0.04,0.06,0.09,0.08,0.06,0.04,0.03,0.03,0.02,0.06,0.08
Profit before tax,1.19,-4.82,0.84,0.82,0.27,0.66,1.07,3.6,1.19,1.19,1.28,0.86,1.11
Tax %,39.5,34.23,32.14,36.59,77.78,-18.18,38.32,41.67,23.53,26.89,40.62,17.44,
Net Profit,0.71,-3.17,0.58,0.52,0.06,0.78,0.66,2.09,0.9,0.87,0.75,0.72,0.92
EPS in Rs,1.33,-5.95,1.09,0.98,0.11,1.46,1.24,3.92,1.69,1.63,1.41,1.35,1.72
