,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,9.0,28.0,30.0,31.0,33.0,36.0,39.0,41.0,85.0,91.0,115.0,149.0,146
Expenses,11.0,25.0,24.0,25.0,27.0,30.0,33.0,34.0,53.0,50.0,57.0,75.0,78
Operating Profit,-2.0,3.0,6.0,7.0,6.0,6.0,6.0,7.0,32.0,40.0,58.0,74.0,67
OPM %,-26.0,11.0,21.0,21.0,19.0,17.0,16.0,18.0,37.0,45.0,51.0,50.0,46
Other Income,6.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.0,2.0,3.0,4.0,6.0,5
Interest,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
Depreciation,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3
Profit before tax,2.0,1.0,5.0,5.0,5.0,5.0,5.0,8.0,31.0,41.0,59.0,77.0,69
Tax %,0.0,0.0,0.0,0.0,0.0,10.0,20.0,22.0,24.0,26.0,26.0,25.0,
Net Profit,2.0,1.0,5.0,5.0,5.0,4.0,4.0,6.0,24.0,30.0,44.0,58.0,52
EPS in Rs,0.27,0.15,0.62,0.63,0.64,0.6,0.53,0.88,3.26,4.16,6.01,7.98,7.13
