,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.92,1.92,13.46,13.46
Reserves,0.89,1.16,1.5,2.13,2.63,3.1,4.19,5.57,7.87,14.5,18.5,11.88,16.97
Borrowings,1.24,1.09,5.94,3.54,2.89,2.19,4.41,3.04,2.65,1.96,0.88,1.97,4.58
Other Liabilities,3.69,6.24,12.45,12.23,13.0,15.84,16.63,16.67,14.62,9.37,18.05,9.56,9.7
Total Liabilities,5.83,8.5,19.99,18.0,18.62,21.23,25.33,25.38,25.24,27.75,39.35,36.87,44.71
Fixed Assets,0.47,2.07,2.28,2.54,2.31,1.95,2.43,2.87,2.95,2.56,5.95,5.48,6.68
CWIP,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.31,0.47,0.46,0.8300000000000001,1.01,0.0,0.0,0.0,0.0,0.0
Other Assets,4.38,6.43,17.71,15.15,15.84,18.82,22.07,21.5,22.29,25.19,33.4,31.39,38.03
Total Assets,5.83,8.5,19.99,18.0,18.62,21.23,25.33,25.38,25.24,27.75,39.35,36.87,44.71
