,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0.0,0.02,1.02,0.56,0.23,0.24,2.24,5.44,4.94,3.49,1.0,1.25
Expenses,0.0,0.0,0.02,0.89,0.65,0.21,0.32,2.46,8.8,3.59,2.92,0.51,0.50
Operating Profit,0.0,0.0,0.00,0.13,-0.09,0.02,-0.08,-0.22,-3.36,1.35,0.57,0.49,0.75
OPM %,,,0.00,12.75,-16.07,8.7,-33.33,-9.82,-61.76,27.33,16.33,49.0,60.00
Other Income,0.0,0.0,0.00,0.00,-0.01,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.00
Interest,0.0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.0,0.0,0.00,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.0,0.0,0.00,0.05,-0.1,0.02,-0.09,-0.22,-3.36,1.35,0.57,0.49,0.75
Tax %,,,,80.00,0.0,0.0,0.0,0.0,8.93,22.96,10.53,4.08,
Net Profit,0.0,0.0,0.00,0.01,-0.1,0.02,-0.09,-0.22,-3.06,1.04,0.51,0.46,0.65
EPS in Rs,,,,,-0.11,0.02,-0.1,-0.24,-3.29,1.12,0.55,0.43,0.62
