,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,21,21,21,21,22,22,22,22,22,22,22,22,22
Reserves,797,601,500,416,321,400,421,495,516,606,880,977,1024
Borrowings,456,551,581,590,578,544,377,337,294,203,114,96,73
Other Liabilities,143,123,116,113,120,170,131,180,215,222,284,297,239
Total Liabilities,1417,1297,1218,1141,1042,1136,952,1034,1047,1054,1301,1392,1359
Fixed Assets,678,636,632,560,512,423,340,329,339,312,334,392,392
CWIP,35,35,28,25,28,14,8,18,26,46,38,64,83
Investments,0,0,0,0,0,3,4,3,3,3,3,3,3
Other Assets,704,626,558,555,501,695,599,683,679,692,926,932,879
Total Assets,1417,1297,1218,1141,1042,1136,952,1034,1047,1054,1301,1392,1359
