,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.19,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.55,1.88,1.53,2.17,0.82,0.49
Expenses,0.24,0.06,0.06,0.09,0.09,0.09,0.30,0.57,1.79,1.62,2.05,0.72,0.39
Operating Profit,-0.05,-0.06,-0.06,-0.09,-0.09,-0.09,-0.30,-0.02,0.09,-0.09,0.12,0.1,0.10
OPM %,-26.32,,,,,,,-3.64,4.79,-5.88,5.53,12.2,20.41
Other Income,-0.0,-0.00,-0.00,-0.00,-0.00,-0.00,0.17,-0.0,-0.0,0.01,0.01,0.03,0.03
Interest,-0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.0,-0.0,-0.0,0.01,0.01,0.01
Depreciation,-0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.0,-0.0,-0.0,0.02,0.02,0.05
Profit before tax,-0.05,-0.06,-0.06,-0.09,-0.09,-0.09,-0.13,-0.02,0.09,-0.08,0.1,0.1,0.07
Tax %,-0.0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.0,-0.0,-0.0,-80.0,30.0,
Net Profit,-0.05,-0.06,-0.06,-0.09,-0.09,-0.09,-0.13,-0.02,0.09,-0.08,0.17,0.06,0.05
EPS in Rs,-0.07,-0.08,-0.08,-0.12,-0.12,-0.12,-0.18,-0.03,0.12,-0.11,0.24,0.08,0.07
