,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1576.0,2021.0,2305.0,2372.0,2688.0,2802.0,2991.0,3676.0,4184.0,4663.0,6432.0,8015.0,8723
Expenses,1306.0,1688.0,1950.0,2036.0,2214.0,2322.0,2489.0,3026.0,3459.0,3882.0,5330.0,6733.0,7421
Operating Profit,271.0,333.0,355.0,337.0,474.0,480.0,502.0,650.0,725.0,781.0,1102.0,1282.0,1302
OPM %,17.0,16.0,15.0,14.0,18.0,17.0,17.0,18.0,17.0,17.0,17.0,16.0,15
Other Income,30.0,23.0,30.0,-64.0,20.0,4.0,38.0,46.0,59.0,13.0,52.0,8.0,7
Interest,4.0,5.0,4.0,6.0,8.0,6.0,9.0,9.0,16.0,14.0,65.0,81.0,95
Depreciation,36.0,57.0,62.0,92.0,121.0,128.0,127.0,125.0,173.0,184.0,227.0,258.0,287
Profit before tax,260.0,293.0,318.0,176.0,365.0,351.0,404.0,562.0,595.0,596.0,862.0,951.0,927
Tax %,24.0,26.0,25.0,31.0,21.0,22.0,24.0,25.0,21.0,22.0,17.0,22.0,
Net Profit,196.0,218.0,238.0,122.0,287.0,272.0,309.0,422.0,468.0,466.0,715.0,745.0,716
EPS in Rs,33.08,35.4,37.98,18.69,44.13,40.76,45.59,65.28,71.05,75.19,108.65,113.58,112.63
