,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,518.0,806.0,1348.0,1477.0,1850.0,2119.0,2334.0,3086.0,3414.0,280.0,1329.0,3751.0,5388
Expenses,441.0,688.0,1133.0,1271.0,1551.0,1799.0,1933.0,2499.0,2338.0,616.0,1224.0,2703.0,3776
Operating Profit,76.0,119.0,215.0,206.0,299.0,320.0,401.0,587.0,1076.0,-336.0,105.0,1048.0,1612
OPM %,15.0,15.0,16.0,14.0,16.0,15.0,17.0,19.0,32.0,-120.0,8.0,28.0,30
Other Income,10.0,6.0,11.0,2.0,45.0,52.0,30.0,32.0,38.0,469.0,326.0,68.0,80
Interest,18.0,37.0,80.0,78.0,84.0,81.0,84.0,128.0,482.0,498.0,498.0,572.0,711
Depreciation,36.0,56.0,94.0,117.0,115.0,138.0,154.0,191.0,542.0,575.0,614.0,753.0,1051
Profit before tax,31.0,32.0,52.0,12.0,145.0,153.0,194.0,299.0,90.0,-939.0,-681.0,-209.0,-70
Tax %,18.0,-39.0,4.0,7.0,32.0,37.0,36.0,37.0,70.0,20.0,28.0,-61.0,
Net Profit,25.0,44.0,50.0,12.0,99.0,96.0,124.0,189.0,27.0,-748.0,-489.0,-336.0,-234
EPS in Rs,9.08,10.47,12.71,2.86,19.58,19.08,24.84,37.81,4.95,-123.07,-80.04,-34.2,-22.77
