,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,4,4,4,4,4,4,4,4,9,9,9,9
Reserves,-1,-2,-3,-3,-3,-3,-3,-2,-2,3,4,5,6
Borrowings,6,6,5,4,5,6,7,8,7,26,26,25,26
Other Liabilities,2,4,4,10,7,7,6,5,7,14,17,17,21
Total Liabilities,12,12,10,15,13,14,15,15,16,52,55,56,62
Fixed Assets,5,4,4,3,3,4,4,4,4,8,8,9,10
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,7,8,6,12,10,10,12,11,13,44,48,47,52
Total Assets,12,12,10,15,13,14,15,15,16,52,55,56,62
