,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,9.0,8.0,6.0,8.0,14.0,48.0,73.0,89.0,101.0,111.0,220.0,218.0,258
Expenses,9.0,8.0,6.0,8.0,14.0,47.0,71.0,87.0,98.0,108.0,210.0,211.0,250
Operating Profit,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,9.0,7.0,8
OPM %,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3
Other Income,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
Profit before tax,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,9.0,6.0,8
Tax %,31.0,45.0,32.0,20.0,27.0,33.0,28.0,27.0,29.0,28.0,25.0,26.0,
Net Profit,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,6
EPS in Rs,0.32,0.29,0.37,0.72,0.64,0.81,1.1,0.88,1.07,1.71,5.06,3.74,4.54
