,Mar 2009,Mar 2010,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.95,67.2,111.56,16.32,0.08,4.04,0.01,40.25,36.15,14.0,28.24,26.8,28.62
Expenses,1.77,60.84,111.43,15.97,0.63,7.04,16.51,41.37,45.61,19.41,28.4,27.06,29.00
Operating Profit,-0.82,6.36,0.13,0.35,-0.55,-3.0,-16.5,-1.12,-9.46,-5.41,-0.16,-0.26,-0.38
OPM %,-86.32,9.46,0.12,2.14,-687.5,-74.26,-165000.0,-2.78,-26.17,-38.64,-0.57,-0.97,-1.33
Other Income,2.94,0.55,0.15,-0.26,0.23,0.01,7.51,1.43,3.25,1.28,2.3,2.34,3.00
Interest,0.02,0.02,0.05,0.01,0.01,0.02,0.01,0.51,0.46,0.27,0.41,1.7,1.55
Depreciation,0.1,0.1,0.07,0.07,0.05,0.15,0.07,-0.86,0.78,0.75,0.73,0.68,0.54
Profit before tax,2.0,6.79,0.16,0.01,-0.38,-3.16,-9.07,0.66,-7.45,-5.15,1.0,-0.3,0.53
Tax %,2.0,0.15,56.25,500.0,-2.63,1.9,-0.44,50.0,0.54,7.18,33.0,-6.67,
Net Profit,1.96,6.78,0.07,-0.04,-0.39,-3.09,-9.11,0.33,-7.41,-4.78,0.67,-0.32,0.16
EPS in Rs,0.37,1.27,0.01,-0.0,-0.02,-0.16,-0.47,0.0,-0.27,-0.11,0.02,0.02,0.01
