,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.29,0.29,0.37,1.87,1.72,1.17,0.63,9.56,0.57,0.35,16.66,13.41
Expenses,0.51,0.6,0.59,0.61,2.27,2.34,1.83,0.94,9.75,0.83,0.81,16.76,13.58
Operating Profit,-0.51,-0.31,-0.3,-0.24,-0.4,-0.62,-0.66,-0.31,-0.19,-0.26,-0.46,-0.1,-0.17
OPM %,,-106.9,-103.45,-64.86,-21.39,-36.05,-56.41,-49.21,-1.99,-45.61,-131.43,-0.6,-1.27
Other Income,-1.02,0.0,-0.01,0.09,0.06,0.17,0.49,0.07,0.04,0.0,0.2,0.28,0.24
Interest,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.07,0.05,0.05,0.04,0.03,0.04,0.05,0.04,0.03,0.03,0.03,0.03,0.04
Profit before tax,-1.60,-0.36,-0.36,-0.19,-0.37,-0.49,-0.22,-0.28,-0.18,-0.29,-0.29,0.15,0.03
Tax %,-1.88,0.0,0.0,5.26,2.7,-2.04,0.0,0.0,0.0,0.0,0.0,26.67,
Net Profit,-1.62,-0.36,-0.36,-0.18,-0.37,-0.49,-0.22,-0.28,-0.18,-0.29,-0.3,0.11,-0.00
EPS in Rs,-3.06,-0.68,-0.68,-0.34,-0.7,-0.92,-0.42,-0.53,-0.34,-0.46,-0.43,0.14,0.04
