,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1718.0,2055.0,2057.0,2316.0,2635.0,2922.0,3748.0,4316.0,4364.0,4727.0,5420.0,6452.0,6729
Expenses,1390.0,1626.0,1755.0,1963.0,2362.0,2552.0,3317.0,3863.0,3566.0,3789.0,4469.0,5613.0,5897
Operating Profit,328.0,429.0,302.0,353.0,273.0,370.0,432.0,454.0,798.0,939.0,951.0,839.0,831
OPM %,19.0,21.0,15.0,15.0,10.0,13.0,12.0,11.0,18.0,20.0,18.0,13.0,12
Other Income,24.0,39.0,26.0,-34.0,64.0,129.0,72.0,59.0,16.0,35.0,41.0,58.0,56
Interest,80.0,84.0,77.0,94.0,222.0,244.0,264.0,253.0,225.0,192.0,142.0,133.0,131
Depreciation,130.0,149.0,135.0,115.0,166.0,175.0,207.0,211.0,220.0,225.0,223.0,228.0,228
Profit before tax,143.0,235.0,115.0,109.0,-51.0,79.0,32.0,49.0,369.0,556.0,626.0,534.0,529
Tax %,24.0,25.0,19.0,4.0,108.0,-10.0,-33.0,17.0,31.0,24.0,24.0,31.0,
Net Profit,109.0,175.0,94.0,105.0,4.0,87.0,43.0,41.0,253.0,421.0,478.0,369.0,368
EPS in Rs,8.89,14.87,7.98,8.75,0.11,7.29,4.69,4.36,21.08,34.45,39.39,30.48,30.39
