,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.0,0.03,0.28,1.46,2.07,2.02,1.86,0.9,1.04,2.08,1.83,3.98,2.93
Expenses,0.01,0.02,0.27,1.44,2.01,3.3,2.72,1.71,1.97,3.0,1.65,3.78,3.44
Operating Profit,-0.01,0.01,0.01,0.02,0.06,-1.28,-0.86,-0.81,-0.93,-0.92,0.18,0.2,-0.51
OPM %,,33.33,3.57,1.37,2.9,-63.37,-46.24,-90.0,-89.42,-44.23,9.84,5.03,-17.41
Other Income,0.01,0.0,0.0,0.0,0.0,1.45,1.04,0.85,0.96,1.01,0.01,0.02,0.17
Interest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.0,0.01,0.01,0.02,0.06,0.17,0.18,0.04,0.03,0.09,0.19,0.22,-0.34
Tax %,,0.0,0.0,550.0,33.33,29.41,27.78,125.0,33.33,22.22,26.32,27.27,
Net Profit,0.0,0.01,0.01,-0.09,0.04,0.11,0.13,-0.01,0.02,0.07,0.14,0.16,-0.55
EPS in Rs,0.0,0.35,0.0,-0.03,0.01,0.04,0.04,-0.0,0.01,0.02,0.04,0.05,-0.17
