,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,502.0,604.0,779.0,837.0,1008.0,1157.0,1650.0,2212.0,2199.0,1700.0,2559.0,2070.0,1756
Expenses,465.0,559.0,710.0,752.0,868.0,1020.0,1465.0,2013.0,2060.0,1583.0,2343.0,1832.0,1578
Operating Profit,38.0,45.0,69.0,85.0,140.0,138.0,184.0,199.0,139.0,116.0,216.0,238.0,177
OPM %,8.0,7.0,9.0,10.0,14.0,12.0,11.0,9.0,6.0,7.0,8.0,12.0,10
Other Income,4.0,3.0,4.0,7.0,1.0,28.0,8.0,7.0,7.0,25.0,5.0,1.0,3
Interest,19.0,22.0,23.0,25.0,43.0,36.0,54.0,74.0,61.0,49.0,45.0,52.0,53
Depreciation,5.0,6.0,18.0,32.0,47.0,49.0,53.0,88.0,45.0,29.0,30.0,34.0,35
Profit before tax,17.0,20.0,32.0,35.0,51.0,81.0,85.0,44.0,39.0,62.0,146.0,154.0,93
Tax %,12.0,31.0,21.0,24.0,21.0,18.0,31.0,30.0,28.0,29.0,25.0,25.0,
Net Profit,15.0,14.0,25.0,27.0,40.0,66.0,59.0,31.0,28.0,44.0,109.0,116.0,68
EPS in Rs,0.75,0.68,1.27,1.33,2.01,3.31,2.92,1.5,1.42,2.2,5.45,5.77,3.38
