,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,16.12,13.59,19.87,14.94,20.27,12.65,14.73,13.16,12.31,7.28,4.08,2.76,1.87
Expenses,15.29,13.85,18.48,15.93,18.76,14.0,15.24,11.02,11.09,7.78,3.6,1.73,1.53
Operating Profit,0.83,-0.26,1.39,-0.99,1.51,-1.35,-0.51,2.14,1.22,-0.5,0.48,1.03,0.34
OPM %,5.15,-1.91,7.0,-6.63,7.45,-10.67,-3.46,16.26,9.91,-6.87,11.76,37.32,18.18
Other Income,0.04,1.25,0.07,0.0,0.0,20.91,0.02,0.84,0.41,0.82,1.65,1.15,1.12
Interest,0.07,0.03,0.04,0.1,0.29,0.3,0.23,0.16,0.17,0.18,0.06,0.03,0.03
Depreciation,0.21,0.19,0.15,0.14,0.14,0.22,0.24,0.18,0.25,0.2,0.18,0.18,0.16
Profit before tax,0.59,0.77,1.27,-1.23,1.08,19.04,-0.96,2.64,1.21,-0.06,1.89,1.97,1.27
Tax %,-1.69,-5.19,7.87,2.44,-11.11,24.0,18.75,10.61,23.97,-266.67,7.41,-3.55,
Net Profit,0.6,0.81,1.17,-1.2,1.2,14.47,-0.77,2.36,0.92,-0.22,1.74,2.05,1.57
EPS in Rs,7.78,10.5,15.17,-15.56,15.56,187.58,-9.98,30.59,11.93,-2.85,22.56,26.58,20.36
