,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1889.0,1826.0,1814.0,1998.0,1979.0,1854.0,1960.0,2392.0,2286.0,1899.0,2087.0,2457.0,2564
Expenses,1586.0,1669.0,1636.0,1783.0,1712.0,1660.0,1848.0,2261.0,2024.0,1855.0,2228.0,2571.0,2326
Operating Profit,303.0,157.0,178.0,214.0,267.0,193.0,113.0,131.0,263.0,44.0,-141.0,-113.0,238
OPM %,16.0,9.0,10.0,11.0,13.0,10.0,6.0,5.0,11.0,2.0,-7.0,-5.0,9
Other Income,1.0,-1.0,86.0,63.0,5.0,93.0,2.0,107.0,16.0,-3.0,32.0,14.0,39
Interest,92.0,204.0,257.0,259.0,255.0,238.0,252.0,253.0,233.0,210.0,120.0,27.0,19
Depreciation,117.0,198.0,247.0,254.0,199.0,175.0,161.0,159.0,148.0,134.0,119.0,106.0,94
Profit before tax,95.0,-246.0,-239.0,-236.0,-182.0,-127.0,-298.0,-173.0,-103.0,-304.0,-349.0,-233.0,164
Tax %,4.0,30.0,9.0,-0.0,0.0,0.0,1.0,-0.0,0.0,0.0,0.0,-0.0,
Net Profit,91.0,-172.0,-218.0,-237.0,-182.0,-127.0,-295.0,-173.0,-103.0,-304.0,-349.0,-233.0,163
EPS in Rs,10.4,-19.67,-24.98,-27.14,-20.87,-14.55,-32.89,-19.31,-11.5,-33.96,-38.92,-26.05,18.21
