,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,661.0,723.0,685.0,746.0,841.0,844.0,827.0,752.0,565.0,265.0,421.0,261.0,133
Expenses,578.0,601.0,609.0,679.0,764.0,772.0,747.0,669.0,529.0,285.0,431.0,289.0,168
Operating Profit,84.0,123.0,76.0,66.0,77.0,72.0,80.0,82.0,36.0,-20.0,-10.0,-28.0,-35
OPM %,13.0,17.0,11.0,9.0,9.0,9.0,10.0,11.0,6.0,-7.0,-2.0,-11.0,-26
Other Income,1.0,2.0,2.0,3.0,-1.0,2.0,3.0,3.0,-0.0,12.0,25.0,7.0,3
Interest,37.0,38.0,39.0,35.0,37.0,38.0,43.0,49.0,53.0,51.0,43.0,46.0,47
Depreciation,26.0,31.0,33.0,31.0,31.0,33.0,33.0,34.0,38.0,28.0,25.0,25.0,21
Profit before tax,22.0,56.0,6.0,3.0,8.0,3.0,6.0,2.0,-56.0,-87.0,-54.0,-92.0,-100
Tax %,37.0,20.0,50.0,95.0,17.0,35.0,12.0,37.0,24.0,27.0,24.0,30.0,
Net Profit,14.0,45.0,3.0,0.0,7.0,2.0,6.0,1.0,-42.0,-64.0,-41.0,-65.0,-69
EPS in Rs,5.98,19.19,1.36,0.08,3.0,0.75,2.39,0.46,-17.87,-27.36,-17.66,-27.73,-29.50
