,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,40.0,76.0,78.0,75.0,75.0,63.0,42.0,87.0,78.0,124.0,151.0,146.0,175
Expenses,37.0,68.0,69.0,68.0,64.0,88.0,74.0,85.0,73.0,125.0,183.0,140.0,166
Operating Profit,3.0,8.0,9.0,7.0,11.0,-26.0,-32.0,2.0,5.0,-1.0,-32.0,6.0,9
OPM %,9.0,11.0,11.0,9.0,15.0,-41.0,-77.0,3.0,6.0,-1.0,-21.0,4.0,5
Other Income,1.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,-74.0,-9.0,49.0,6.0,6
Interest,2.0,3.0,4.0,5.0,13.0,17.0,-0.0,0.0,47.0,56.0,64.0,71.0,74
Depreciation,1.0,1.0,1.0,2.0,4.0,13.0,13.0,12.0,12.0,11.0,11.0,11.0,11
Profit before tax,2.0,5.0,4.0,2.0,0.0,-56.0,-45.0,-10.0,-129.0,-77.0,-58.0,-70.0,-70
Tax %,33.0,33.0,28.0,32.0,18243.0,-7.0,1.0,-30.0,-2.0,-2.0,-2.0,-1.0,
Net Profit,1.0,3.0,3.0,1.0,-13.0,-60.0,-44.0,-13.0,-131.0,-79.0,-59.0,-71.0,-70
EPS in Rs,0.17,0.5,0.41,0.14,-1.48,-6.94,-5.17,-1.47,-15.18,-9.2,-6.85,-8.22,-8.14
