,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8.45,8.45,10.05,29.0,14.39,7.36,5.7,8.5,9.77,5.43,7.38,9.05,10.54
Expenses,5.61,4.21,5.17,21.02,10.48,2.62,1.96,5.38,6.97,2.32,3.92,13.8,2.85
Operating Profit,2.84,4.24,4.88,7.98,3.91,4.74,3.74,3.12,2.8,3.11,3.46,-4.75,7.69
OPM %,33.61,50.18,48.56,27.52,27.17,64.4,65.61,36.71,28.66,57.27,46.88,-52.49,72.96
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
Interest,1.73,2.19,2.97,3.09,2.32,3.58,2.27,0.88,0.86,0.65,0.89,1.57,1.58
Depreciation,0.03,0.02,0.02,0.02,0.13,0.07,0.05,0.03,0.02,0.02,0.01,0.05,0.07
Profit before tax,1.08,2.03,1.89,4.87,1.46,1.09,1.42,2.21,1.92,2.44,2.56,-6.37,6.68
Tax %,24.07,29.06,32.28,32.65,39.04,33.03,28.17,27.6,25.0,25.41,28.91,0.0,
Net Profit,0.82,1.44,1.28,3.27,0.9,0.72,1.01,1.59,1.44,1.82,1.81,-6.36,6.67
EPS in Rs,0.02,0.03,0.03,0.07,0.02,0.01,0.02,0.03,0.03,0.04,0.04,-0.12,0.12
