,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.6,1.15,1.67,3.3,1.75,1.1,1.78,3.56,28.25,15.17,70.1,44.38,24.30
Expenses,0.9,0.81,0.75,0.99,0.91,1.26,0.71,1.6,18.22,10.04,56.58,30.81,12.74
Operating Profit,-0.3,0.34,0.92,2.31,0.84,-0.16,1.07,1.96,10.03,5.13,13.52,13.57,11.56
OPM %,-50.0,29.57,55.09,70.0,48.0,-14.55,60.11,55.06,35.5,33.82,19.29,30.58,47.57
Other Income,0.04,0.04,0.06,0.08,0.26,0.14,0.13,0.15,0.57,0.77,3.9,1.77,1.90
Interest,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.23,1.29,0.08,0.15,0.49,0.00
Depreciation,0.04,0.02,0.02,0.07,0.07,0.07,0.09,0.14,0.15,0.22,0.23,0.31,0.24
Profit before tax,-0.3,0.36,0.96,2.32,1.03,-0.09,1.11,1.74,9.16,5.6,17.04,14.54,13.22
Tax %,50.0,13.89,17.71,24.57,16.5,233.33,2.7,13.22,27.4,26.79,25.29,30.67,
Net Profit,-0.16,0.3,0.79,1.76,0.86,0.11,1.09,1.51,6.64,4.1,12.72,10.08,9.55
EPS in Rs,-0.43,0.8,2.11,4.7,2.3,0.29,2.92,4.05,17.8,10.99,34.09,27.02,25.60
