,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.3,1.01,0.32,0.89,1.29,1.12,1.51,1.95,0.88,1.11,3.18,0.05,0.0
Expenses,0.57,0.6,0.58,2.51,1.02,1.16,1.43,5.27,0.83,0.66,0.74,0.77,0.79
Operating Profit,0.73,0.41,-0.26,-1.62,0.27,-0.04,0.08,-3.32,0.05,0.45,2.44,-0.72,-0.79
OPM %,56.15,40.59,-81.25,-182.02,20.93,-3.57,5.3,-170.26,5.68,40.54,76.73,-1440.0,
Other Income,0.38,1.04,2.02,0.5,-23.56,0.43,0.56,0.74,5.1,0.33,0.39,0.6,0.66
Interest,2.5,2.4,1.52,1.67,1.01,1.06,1.02,0.99,0.73,0.65,0.51,0.27,0.31
Depreciation,0.07,0.07,0.07,0.11,0.11,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05
Profit before tax,-1.46,-1.02,0.17,-2.9,-24.41,-0.74,-0.44,-3.63,4.36,0.07,2.27,-0.44,-0.49
Tax %,1.37,-19.61,952.94,-0.34,0.0,0.0,0.0,-4.68,1.15,0.0,26.87,27.27,
Net Profit,-1.45,-1.22,-1.45,-2.91,-24.41,-0.74,-0.44,-3.8,4.31,0.08,1.65,-0.32,-0.37
EPS in Rs,-0.96,-0.81,-0.96,-1.92,-16.11,-0.49,-0.29,-2.51,2.84,0.05,1.09,-0.21,-0.25
