,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,19.05,19.18,23.85,10.64,21.62,29.52,36.75,40.4,24.2,18.09,42.27,7.48,1.69
Expenses,20.88,17.79,24.1,11.79,23.07,32.77,37.99,40.6,26.23,18.22,38.58,6.12,2.21
Operating Profit,-1.83,1.39,-0.25,-1.15,-1.45,-3.25,-1.24,-0.2,-2.03,-0.13,3.69,1.36,-0.52
OPM %,-9.61,7.25,-1.05,-10.81,-6.71,-11.01,-3.37,-0.5,-8.39,-0.72,8.73,18.18,-30.77
Other Income,0.04,0.07,0.05,0.05,1.93,0.09,0.11,0.29,0.04,0.13,0.22,0.76,0.54
Interest,0.12,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.0,0.0,0.0,0.97,0.32
Depreciation,0.77,0.77,0.02,0.2,0.33,0.57,0.51,0.55,0.54,0.55,0.56,0.58,0.54
Profit before tax,-2.68,0.69,-0.22,-1.3,0.14,-3.75,-1.66,-0.47,-2.53,-0.55,3.35,0.57,-0.84
Tax %,24.63,33.33,-109.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Net Profit,-2.02,0.47,-0.46,-1.3,0.13,-3.75,-1.66,-0.47,-2.53,-0.55,3.35,0.56,-0.84
EPS in Rs,-3.48,0.81,-0.79,-2.24,0.22,-6.45,-2.86,-0.81,-4.35,-0.95,5.77,0.96,-1.44
