,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,60.28,50.0,15.12,5.15,0.86,1.85,22.26,2.77,8.18,1.58,3.26,2.11,1.04
Expenses,62.66,49.79,16.14,7.42,2.91,2.28,22.9,7.4,10.26,3.44,2.75,1.16,1.41
Operating Profit,-2.38,0.21,-1.02,-2.27,-2.05,-0.43,-0.64,-4.63,-2.08,-1.86,0.51,0.95,-0.37
OPM %,-3.95,0.42,-6.75,-44.08,-238.37,-23.24,-2.88,-167.15,-25.43,-117.72,15.64,45.02,-35.58
Other Income,0.02,2.29,2.79,2.99,2.83,1.91,1.77,14.73,-0.99,1.93,4.82,17.82,2.65
Interest,0.28,0.55,0.47,0.29,0.12,0.03,0.12,0.03,0.1,0.06,0.2,0.03,0.01
Depreciation,1.12,1.13,1.13,0.67,0.63,0.63,0.62,0.46,0.36,0.36,0.35,0.08,0.08
Profit before tax,-3.76,0.82,0.17,-0.24,0.03,0.82,0.39,9.61,-3.53,-0.35,4.78,18.66,2.19
Tax %,2.93,3.66,-117.65,50.0,-533.33,7.32,-33.33,21.75,-4.25,8.57,3.14,10.13,
Net Profit,-3.64,0.8,0.37,-0.13,0.18,0.76,0.52,7.52,-3.67,-0.31,4.62,16.77,1.55
EPS in Rs,-2.91,0.64,0.3,-0.1,0.14,0.61,0.42,6.02,-2.94,-0.25,3.7,13.42,1.24
