,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,12.0,21.0,19.0,9.0,92.0,91.0,100.0,230.0,225.0,205.0,347.0,466.0,490
Expenses,74.0,34.0,22.0,27.0,92.0,88.0,90.0,197.0,210.0,178.0,287.0,411.0,425
Operating Profit,-62.0,-13.0,-3.0,-18.0,0.0,4.0,10.0,33.0,15.0,26.0,59.0,55.0,64
OPM %,-530.0,-62.0,-15.0,-207.0,0.0,4.0,10.0,14.0,7.0,13.0,17.0,12.0,13
Other Income,0.0,-3.0,0.0,1.0,1.0,20.0,1.0,1.0,4.0,0.0,5.0,18.0,271
Interest,0.0,0.0,0.0,0.0,1.0,1.0,2.0,13.0,11.0,9.0,8.0,8.0,9
Depreciation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,6.0,7.0,8
Profit before tax,-62.0,-17.0,-2.0,-18.0,-2.0,22.0,8.0,15.0,2.0,12.0,50.0,58.0,318
Tax %,0.0,4.0,31.0,0.0,-13.0,3.0,13.0,-2.0,-18.0,24.0,23.0,23.0,
Net Profit,-62.0,-16.0,-2.0,-18.0,-2.0,21.0,7.0,16.0,3.0,9.0,39.0,45.0,266
EPS in Rs,-15.99,-4.07,-0.44,-3.88,-0.35,2.13,0.65,1.24,0.23,0.78,3.14,3.78,22.91
