,Mar 2008,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,215.0,708.0,775.0,846.0,994.0,1061.0,1156.0,1187.0,1225.0,1292.0,1564.0,1563.0,1591
Expenses,162.0,639.0,712.0,786.0,903.0,934.0,1017.0,1099.0,1107.0,1156.0,1444.0,1635.0,1634
Operating Profit,54.0,70.0,63.0,60.0,91.0,127.0,139.0,88.0,118.0,136.0,120.0,-73.0,-43
OPM %,25.0,10.0,8.0,7.0,9.0,12.0,12.0,7.0,10.0,11.0,8.0,-5.0,-3
Other Income,1.0,2.0,1.0,1.0,1.0,5.0,8.0,9.0,10.0,5.0,50.0,21.0,17
Interest,7.0,25.0,21.0,23.0,29.0,41.0,39.0,37.0,40.0,35.0,26.0,27.0,31
Depreciation,7.0,22.0,22.0,19.0,28.0,24.0,25.0,27.0,31.0,29.0,30.0,34.0,40
Profit before tax,41.0,25.0,22.0,19.0,35.0,67.0,83.0,33.0,57.0,77.0,114.0,-112.0,-97
Tax %,28.0,33.0,39.0,30.0,32.0,28.0,31.0,30.0,19.0,25.0,19.0,23.0,
Net Profit,30.0,17.0,12.0,15.0,26.0,49.0,57.0,23.0,46.0,58.0,92.0,-87.0,-81
EPS in Rs,3.8,2.09,1.45,1.77,2.91,4.05,4.74,1.88,3.79,4.52,7.26,-5.74,-5.60
