,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,5.45,8.3,12.5,14.34,13.2,17.61,16.32,13.14,11.6,8.29,8.74,10.39,11.11
Expenses,5.01,7.56,11.38,14.17,12.93,17.17,16.34,13.48,13.7,9.56,9.94,10.38,11.37
Operating Profit,0.44,0.74,1.12,0.17,0.27,0.44,-0.02,-0.34,-2.1,-1.27,-1.2,0.01,-0.26
OPM %,8.07,8.92,8.96,1.19,2.05,2.5,-0.12,-2.59,-18.1,-15.32,-13.73,0.1,-2.34
Other Income,0.14,0.03,0.14,0.09,0.2,0.14,0.3,0.44,0.66,1.05,1.06,1.04,0.55
Interest,0.12,0.12,0.12,0.14,0.18,0.18,0.29,0.16,0.2,0.38,0.16,0.27,0.15
Depreciation,0.27,0.3,0.34,1.45,0.53,0.22,0.33,0.36,0.42,0.52,0.53,0.41,0.38
Profit before tax,0.19,0.35,0.8,-1.33,-0.24,0.18,-0.34,-0.42,-2.06,-1.12,-0.83,0.37,-0.24
Tax %,-5.26,-8.57,-1.25,18.8,-120.83,-11.11,-47.06,-97.62,46.12,-37.5,26.51,0.0,
Net Profit,0.2,0.38,0.81,-1.08,-0.52,0.2,-0.5,-0.84,-1.12,-1.54,-0.61,0.37,-0.25
EPS in Rs,0.39,0.74,1.57,-2.09,-1.01,0.39,-0.97,-1.63,-2.17,-2.98,-1.18,0.72,-0.49
