,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,252.0,252.0,283.0,274.0,283.0,283.0,345.0,493.0,480.0,547.0,893.0,895.0,838
Expenses,228.0,232.0,259.0,249.0,241.0,242.0,311.0,440.0,412.0,454.0,711.0,733.0,707
Operating Profit,23.0,20.0,23.0,25.0,42.0,41.0,33.0,52.0,68.0,92.0,182.0,162.0,131
OPM %,9.0,8.0,8.0,9.0,15.0,14.0,10.0,11.0,14.0,17.0,20.0,18.0,16
Other Income,1.0,2.0,1.0,1.0,1.0,2.0,7.0,2.0,1.0,2.0,2.0,3.0,2
Interest,12.0,14.0,15.0,14.0,15.0,11.0,9.0,11.0,13.0,13.0,15.0,17.0,19
Depreciation,6.0,7.0,8.0,7.0,7.0,7.0,8.0,9.0,12.0,14.0,16.0,18.0,18
Profit before tax,6.0,1.0,1.0,5.0,21.0,25.0,23.0,34.0,44.0,66.0,153.0,130.0,96
Tax %,46.0,344.0,259.0,65.0,23.0,26.0,27.0,22.0,24.0,20.0,19.0,23.0,
Net Profit,3.0,-2.0,-2.0,2.0,16.0,19.0,17.0,27.0,33.0,53.0,124.0,100.0,74
EPS in Rs,0.65,-0.44,-0.42,0.36,3.24,3.71,3.36,5.25,6.51,10.46,24.49,19.72,14.61
